Evaluation,Method,Model,MAE,std_abs_err,MAPE,std_relative_abs_err,RMSE,R2,Y_hat,Y_true,n_samples,Removed,Cross Mean (RMSE and MAE)
12001,combinatoric,LGBMRegressor,0.17504279242078297,0.09049681465924465,0.2615007501377807,0.6520867031467983,0.2521211056386093,-0.5347942020454706,[0.61200054 0.60511085 0.60511085 ... 0.76838841 0.7718734  0.7718734 ],"[[0.79475732]
 [0.79475732]
 [0.79475732]
 ...
 [0.89610277]
 [0.94533914]
 [0.94533914]]",8094,(-) B_Biofilm_Height,0.21358194902969613
12048,combinatoric,LGBMRegressor,0.13627407415367324,0.135743336519707,0.33310959685901187,2.27019844188475,0.1730515774026839,0.5037093058058151,[0.7615478  0.74039763 0.74039763 ... 0.71635774 0.71663848 0.71663848],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",7668,(-) B_Biofilm_Height,0.15466282577817858
12701,combinatoric,LGBMRegressor,0.16258406808808223,0.13129502720689715,0.46285221597155196,0.7284325813485798,0.22374776163542745,0.2136260215073782,[0.59700283 0.59333512 0.59333512 ... 0.84493728 0.8569676  0.8569676 ],"[[0.7171057 ]
 [0.7171057 ]
 [0.7171057 ]
 ...
 [0.51653222]
 [0.52714431]
 [0.51653222]]",7668,(-) B_Biofilm_Height,0.19316591486175483
12832,combinatoric,LGBMRegressor,0.12636487932845147,0.18103300065525224,0.3208357220368535,1.0760886171177886,0.178899445020818,0.4370545176961669,[0.81675132 0.80174707 0.80174707 ... 0.83629442 0.83693558 0.83693558],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",7668,(-) B_Biofilm_Height,0.15263216217463474
B1,combinatoric,LGBMRegressor,0.1153417554031632,0.12489741636865521,0.1666178020390743,0.37314200649091805,0.16555181957702525,0.36277368042662583,[0.78806565 0.79197611 0.79197611 ... 0.66297076 0.66287516 0.66287516],"[[0.42509385]
 [0.42509385]
 [0.66837588]
 ...
 [0.64199834]
 [0.64199834]
 [0.64199834]]",6816,(-) B_Biofilm_Height,0.14044678749009423
B8,combinatoric,LGBMRegressor,0.1783969172503403,0.09850044988455564,46455332647493.516,98.18130969653593,0.23595030583893883,0.11875625454171812,[0.61769528 0.62098751 0.62098751 ... 0.61769528 0.6127744  0.6127744 ],"[[0.98038748]
 [0.95596408]
 [0.98038748]
 ...
 [0.99977629]
 [0.99974418]
 [0.99977629]]",6816,(-) B_Biofilm_Height,0.20717361154463956
B18,combinatoric,LGBMRegressor,0.16637079088705214,0.1639532249027776,0.4154441668028447,0.6880793315440058,0.2305498215294387,0.04136605475695376,[0.80899954 0.79412066 0.79412066 ... 0.62119221 0.62435355 0.62435355],"[[0.65450303]
 [0.65450303]
 [0.65450303]
 ...
 [0.47260031]
 [0.58194566]
 [0.58194566]]",6816,(-) B_Biofilm_Height,0.19846030620824542
C5,combinatoric,LGBMRegressor,0.14347621668552593,0.14002100509566265,0.32914317273413213,0.5649160199792023,0.1972461371720368,0.16219661514222827,[0.74122645 0.73412251 0.73412251 ... 0.75616871 0.75773132 0.75773132],"[[0.61741846]
 [0.51342435]
 [0.64749359]
 ...
 [0.64398475]
 [0.4335643 ]
 [0.64398475]]",6816,(-) B_Biofilm_Height,0.17036117692878136
E.ce,combinatoric,LGBMRegressor,0.10342939848128059,0.15936275848931497,0.17051670293455579,0.6345731858343581,0.1395739764710928,0.4627671867432239,[0.90944078 0.91867481 0.91867481 ... 0.43148047 0.43148047 0.43148047],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.22604631]
 [0.26073352]
 [0.22604631]]",29160,(-) B_Biofilm_Height,0.1215016874761867
E.co,combinatoric,LGBMRegressor,0.1814394413534143,0.27813297797472963,0.5170352240624471,1.5239015592955547,0.24369017323175288,0.2712487577507282,[0.95306257 0.95306257 0.95306257 ... 0.37001661 0.36830259 0.36830259],"[[0.32310936]
 [0.40226433]
 [0.32310936]
 ...
 [0.11560503]
 [0.17233788]
 [0.17233788]]",29160,(-) B_Biofilm_Height,0.2125648072925836
S.en,combinatoric,LGBMRegressor,0.18551764100722767,0.16261840923571183,37818892339518.88,52.772684842690715,0.24174438538470863,0.12977540765526552,[0.42630846 0.41370672 0.42630846 ... 0.18137664 0.18065525 0.18137664],"[[0.29211455]
 [0.30351804]
 [0.30351804]
 ...
 [0.20434278]
 [0.20434278]
 [0.20434278]]",29160,(-) B_Biofilm_Height,0.21363101319596817
S.au,combinatoric,LGBMRegressor,0.12945453068696666,0.19182579662848348,0.18800704942060983,0.5036685133144092,0.17443353269041145,0.27179663956590727,[0.96071865 0.95971782 0.96071865 ... 0.4655927  0.49792847 0.49792847],"[[0.84723405]
 [0.84723405]
 [0.84723405]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",27540,(-) B_Biofilm_Height,0.15194403168868906
1167_x_E.ce,combinatoric,LGBMRegressor,0.08533288506561076,0.1136598246415449,0.11328197772085273,0.08625357337974617,0.10091240336093667,0.6032139007825142,[0.57356054 0.56805528 0.57757167 ... 0.88323369 0.87976624 0.88323369],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.93997339]
 [0.93346047]
 [0.93346047]]",1296,(-) B_Biofilm_Height,0.09312264421327371
1167_x_E.co,combinatoric,LGBMRegressor,0.11968744795933901,0.22056194120755318,0.20295488645070747,0.143359639183162,0.143189518082844,0.7848088901392698,[0.41115768 0.41143758 0.41115768 ... 0.69371046 0.69860613 0.69860613],"[[0.29228146]
 [0.29614315]
 [0.29228146]
 ...
 [0.99785545]
 [0.98518001]
 [0.98871093]]",1296,(-) B_Biofilm_Height,0.1314384830210915
1167_x_S.en,combinatoric,LGBMRegressor,0.2322576903991371,0.21057356100811345,0.27624415376444583,0.15745719553421447,0.250979480882394,-0.06985526043446821,[0.39065074 0.39243606 0.39065074 ... 0.73951209 0.73861483 0.73951209],"[[0.72965397]
 [0.53297676]
 [0.72965397]
 ...
 [0.99904466]
 [0.99774927]
 [1.        ]]",1296,(-) B_Biofilm_Height,0.24161858564076555
1167_x_S.au,combinatoric,LGBMRegressor,0.15677087981702156,0.19766274958910982,0.27184641989530167,0.4432640083563851,0.18897605200079998,0.2606950245323655,[0.9232868  0.96602555 0.97283447 ... 0.79551721 0.81205835 0.81205835],"[[0.93482886]
 [0.83673575]
 [0.6058648 ]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",1224,(-) B_Biofilm_Height,0.17287346590891078
1202_x_E.ce,combinatoric,LGBMRegressor,0.1372138153812074,0.15352662926559535,0.4747487892075812,1.093586940430129,0.19600872263532443,0.24157339732545813,[0.70989632 0.70145547 0.70145547 ... 0.79095574 0.78612699 0.79095574],"[[0.59650097]
 [0.6126219 ]
 [0.59650097]
 ...
 [0.62507124]
 [0.62507124]
 [0.71542897]]",1296,(-) B_Biofilm_Height,0.1666112690082659
1202_x_E.co,combinatoric,LGBMRegressor,0.11292869235156851,0.19144871609972358,0.25107702186439196,0.14976391737467507,0.13804939756262996,0.48004696796745916,[0.26307606 0.28702746 0.26307606 ... 0.72593325 0.72176062 0.72176062],"[[0.43239395]
 [0.43239395]
 [0.43239395]
 ...
 [0.39794357]
 [0.48052866]
 [0.38356225]]",1296,(-) B_Biofilm_Height,0.12548904495709923
1202_x_S.en,combinatoric,LGBMRegressor,0.20610151411372946,0.15115963808836197,1.0734224902715417,1.423528430549044,0.24546355795423924,-0.4324909673878714,[0.35505092 0.35776903 0.35505092 ... 0.72643586 0.72997214 0.71858793],"[[0.30539326]
 [0.36968642]
 [0.06283783]
 ...
 [0.34203753]
 [0.77984246]
 [0.24694186]]",1296,(-) B_Biofilm_Height,0.22578253603398435
1202_x_S.au,combinatoric,LGBMRegressor,0.15962476871956002,0.13111816931382972,0.2021872300423189,0.24667879448706503,0.20191309561346793,-0.42350171677598203,[0.88358108 0.84505013 0.89907519 ... 0.67126897 0.69983234 0.67291984],"[[0.64477475]
 [0.64477475]
 [0.83061693]
 ...
 [0.57514431]
 [0.57514431]
 [0.57514431]]",1224,(-) B_Biofilm_Height,0.18076893216651396
1218_x_E.ce,combinatoric,LGBMRegressor,0.08359943566159368,0.09357281400595525,0.14770978032601492,0.16923533258329607,0.11155632238584597,0.5117283940333884,[0.65564145 0.63970003 0.63970003 ... 0.5328541  0.52747138 0.5328541 ],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.70814178]
 [0.49685288]
 [0.70814178]]",1296,(-) B_Biofilm_Height,0.09757787902371982
1218_x_E.co,combinatoric,LGBMRegressor,0.10793716983802479,0.23529684582258745,0.5852524288100175,0.962970538130693,0.15268573455450754,0.7720816745393968,[0.37026312 0.3705597  0.37026312 ... 0.24768059 0.2480729  0.2480729 ],"[[0.39638506]
 [0.39638506]
 [0.31444566]
 ...
 [0.4988302 ]
 [0.21605889]
 [0.21605889]]",1296,(-) B_Biofilm_Height,0.13031145219626616
1218_x_S.en,combinatoric,LGBMRegressor,0.1802056763127552,0.1380249780887685,1.72539144854261,2.404778517677219,0.2275608279890318,0.2877413596255045,[0.42335084 0.42162122 0.41365123 ... 0.38992357 0.38836969 0.38992357],"[[0.26105455]
 [0.39324875]
 [0.05213942]
 ...
 [0.43190293]
 [0.07405875]
 [0.07405875]]",1296,(-) B_Biofilm_Height,0.20388325215089348
1218_x_S.au,combinatoric,LGBMRegressor,0.08391871182739621,0.11684512124621577,0.12331712158478655,0.2349689537447644,0.10597653161536917,0.49474925485552945,[0.88588914 0.88748475 0.89570283 ... 0.52139815 0.5192717  0.5192717 ],"[[0.94207013]
 [0.94207013]
 [0.9439279 ]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",1224,(-) B_Biofilm_Height,0.09494762172138269
1219_x_E.ce,combinatoric,LGBMRegressor,0.12734922816599958,0.16018597898306522,0.37796038613966554,0.407406826596205,0.17004397269751406,0.5986282961968687,[0.51303172 0.51429477 0.51429477 ... 0.6751443  0.67110895 0.6751443 ],"[[0.56188405]
 [0.21703461]
 [0.56188405]
 ...
 [0.70538468]
 [0.70538468]
 [0.70538468]]",1296,(-) B_Biofilm_Height,0.1486966004317568
1219_x_E.co,combinatoric,LGBMRegressor,0.078359147716838,0.23005276237952346,0.27466283205156655,0.4141729010187052,0.11723819987340232,0.820291315130222,[0.3881519  0.38836462 0.3881519  ... 0.6085645  0.6102332  0.6102332 ],"[[0.39525584]
 [0.43337528]
 [0.43337528]
 ...
 [0.40858063]
 [0.16723032]
 [0.40858063]]",1296,(-) B_Biofilm_Height,0.09779867379512017
1219_x_S.en,combinatoric,LGBMRegressor,0.18254644262341407,0.12809425497298815,354755211483210.44,120.40919783972525,0.27018594136926904,-0.4599217129240418,[0.38348546 0.38436763 0.38093851 ... 0.61984326 0.6202167  0.61984326],"[[0.20122971]
 [0.56709756]
 [0.20122971]
 ...
 [0.56174631]
 [0.56174631]
 [0.37172853]]",1296,(-) B_Biofilm_Height,0.22636619199634156
1219_x_S.au,combinatoric,LGBMRegressor,0.05961286678835913,0.15044098060192385,0.09978333328863875,0.32571452000427026,0.07277182814695905,0.827212255821495,[0.89631692 0.8936269  0.90983971 ... 0.6193821  0.63796632 0.62064523],"[[0.94551738]
 [0.92080653]
 [0.94551738]
 ...
 [0.57982691]
 [0.57500456]
 [0.43863302]]",1224,(-) B_Biofilm_Height,0.06619234746765909
1234_x_E.ce,combinatoric,LGBMRegressor,0.08483688491111104,0.095820634552936,0.13485934281533984,0.21510490099242896,0.11463020674719383,0.6294460402039627,[0.68967094 0.68166147 0.6607297  ... 0.45610564 0.45276668 0.45610564],"[[0.56621503]
 [0.69992615]
 [0.56621503]
 ...
 [0.38589281]
 [0.38589281]
 [0.72069034]]",1296,(-) B_Biofilm_Height,0.09973354582915243
1234_x_E.co,combinatoric,LGBMRegressor,0.062153660005597036,0.18639824739145178,0.2539125087579843,0.8501149289899065,0.08436982798151484,0.9156135548671094,[0.39004498 0.39004498 0.39004498 ... 0.31503237 0.31202597 0.31202597],"[[0.37533383]
 [0.42029501]
 [0.37533383]
 ...
 [0.23941059]
 [0.23941059]
 [0.20836221]]",1296,(-) B_Biofilm_Height,0.07326174399355594
1234_x_S.en,combinatoric,LGBMRegressor,0.24973467262924784,0.11746764678187857,134678299577547.27,96.76505585660382,0.3272575223138028,-0.7536387692664319,[0.32002723 0.32397819 0.32170326 ... 0.31891833 0.31864285 0.31891833],"[[0.27277721]
 [0.51424479]
 [0.27277721]
 ...
 [0.        ]
 [0.        ]
 [0.        ]]",1296,(-) B_Biofilm_Height,0.2884960974715253
1234_x_S.au,combinatoric,LGBMRegressor,0.11522969820611409,0.21866475909299013,0.33850831382297225,0.9432526054592062,0.1609135428809125,0.5412859027370889,[0.8711616  0.87414084 0.88072254 ... 0.58176667 0.58176667 0.58176667],"[[0.80384281]
 [0.90118178]
 [0.9146671 ]
 ...
 [0.57845471]
 [0.72096599]
 [0.72096599]]",1224,(-) B_Biofilm_Height,0.1380716205435133
1273_x_E.ce,combinatoric,LGBMRegressor,0.08925964551180852,0.10502777074083289,0.13045313192934216,0.19439118904376856,0.11971786339036093,0.5007325601564607,[0.88057232 0.87642163 0.87642163 ... 0.88699392 0.88111517 0.88699392],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.97210151]
 [0.88825073]
 [0.91438627]]",1296,(-) B_Biofilm_Height,0.10448875445108473
1273_x_E.co,combinatoric,LGBMRegressor,0.08867390428211797,0.19105991998795863,0.17307713371174072,0.17335776555666782,0.13995064123346895,0.659971340591945,[0.47030937 0.47030937 0.47030937 ... 0.763979   0.76913581 0.76913581],"[[0.44415041]
 [0.44415041]
 [0.36530147]
 ...
 [0.76102029]
 [0.62563646]
 [0.76102029]]",1296,(-) B_Biofilm_Height,0.11431227275779346
1273_x_S.en,combinatoric,LGBMRegressor,0.15943238627863202,0.21463433713948463,0.35854666566842164,0.2207415762354864,0.2278609136998276,0.23784072757848007,[0.4086447  0.41012024 0.4086447  ... 0.68526325 0.68360881 0.68526325],"[[0.50859862]
 [0.44532886]
 [0.45565884]
 ...
 [0.23763899]
 [0.94403186]
 [0.98775245]]",1296,(-) B_Biofilm_Height,0.1936466499892298
1273_x_S.au,combinatoric,LGBMRegressor,0.19307808548149563,0.10503750615476311,0.2228895175605115,0.17540569472462847,0.23733089658959813,-2.6656853093338246,[0.96300266 0.96184207 0.96953789 ... 0.66604896 0.67459207 0.67459207],"[[0.60095033]
 [0.93156845]
 [0.93156845]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",1224,(-) B_Biofilm_Height,0.2152044910355469
1298_x_E.ce,combinatoric,LGBMRegressor,0.10154521947716487,0.12830402780104813,0.1828783067756576,0.16246479532981054,0.1236485715340287,0.6178736258515594,[0.56173218 0.57328482 0.57328482 ... 0.50063772 0.49540574 0.50063772],"[[0.36149194]
 [0.43979194]
 [0.43979194]
 ...
 [0.69860234]
 [0.53338386]
 [0.72556523]]",1296,(-) B_Biofilm_Height,0.11259689550559679
1298_x_E.co,combinatoric,LGBMRegressor,0.09666779062370805,0.23898417199256963,0.2441206725133411,0.21341901578247024,0.1261451683052345,0.8045865318044221,[0.37904176 0.37885975 0.37904176 ... 0.30491687 0.30050068 0.30050068],"[[0.51022149]
 [0.38337098]
 [0.51022149]
 ...
 [0.336191  ]
 [0.28267304]
 [0.336191  ]]",1296,(-) B_Biofilm_Height,0.11140647946447127
1298_x_S.en,combinatoric,LGBMRegressor,0.11798127634320522,0.10416992234023667,0.33012111878806677,0.19269410474492063,0.1453112284801215,0.34032681613257443,[0.38922143 0.38998187 0.38922143 ... 0.34983111 0.3494224  0.34983111],"[[0.31917066]
 [0.31917066]
 [0.52796393]
 ...
 [0.21471827]
 [0.21471827]
 [0.29892466]]",1296,(-) B_Biofilm_Height,0.13164625241166336
1298_x_S.au,combinatoric,LGBMRegressor,0.10390219366626968,0.16322586268795614,0.19685082177331625,0.39027331519983943,0.1274919142480062,0.5844509578456759,[0.89807502 0.9025655  0.90773536 ... 0.49794361 0.49971073 0.49971073],"[[0.75748653]
 [0.75748653]
 [0.75748653]
 ...
 [0.43881792]
 [0.43881792]
 [0.4706547 ]]",1224,(-) B_Biofilm_Height,0.11569705395713795
1339_x_E.ce,combinatoric,LGBMRegressor,0.15277683070199746,0.13042280492754607,0.5812374914221877,0.6937284665700766,0.1905896097109438,0.5716858486308236,[0.55213929 0.54423027 0.54423027 ... 0.54976985 0.54498884 0.54976985],"[[0.58048175]
 [0.58666233]
 [0.58048175]
 ...
 [0.22604631]
 [0.26073352]
 [0.22604631]]",1296,(-) B_Biofilm_Height,0.17168322020647064
1339_x_E.co,combinatoric,LGBMRegressor,0.08645051270982103,0.2252284970502198,0.4380146528594131,0.5867499419542083,0.10403371400398062,0.8876329646028348,[0.31327624 0.31339932 0.31327624 ... 0.29076586 0.28354525 0.28354525],"[[0.31664838]
 [0.31664838]
 [0.39582572]
 ...
 [0.11560503]
 [0.17233788]
 [0.17233788]]",1296,(-) B_Biofilm_Height,0.09524211335690083
1339_x_S.en,combinatoric,LGBMRegressor,0.14865326537124196,0.1867575716592636,0.45643889702235046,0.6255548357077265,0.17403474107262915,0.5589082911720269,[0.32581997 0.32921018 0.32581997 ... 0.33059893 0.33096591 0.33059893],"[[0.49677968]
 [0.49677968]
 [0.34892035]
 ...
 [0.20434278]
 [0.20434278]
 [0.20434278]]",1296,(-) B_Biofilm_Height,0.16134400322193554
1339_x_S.au,combinatoric,LGBMRegressor,0.11916614458711029,0.20615394254396688,0.3028842939481434,0.7223214337002368,0.1478861979863153,0.6258730962522114,[0.87946259 0.8889005  0.88357371 ... 0.51921927 0.53521755 0.53521755],"[[0.91374737]
 [0.94219027]
 [0.65657944]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",1224,(-) B_Biofilm_Height,0.1335261712867128
11285_x_E.ce,combinatoric,LGBMRegressor,0.07415868184614982,0.024892982868460874,0.07795727788029501,0.023094492331661155,0.09462643771499057,-2.764892798671887,[0.87470688 0.85058507 0.85058507 ... 0.91885487 0.91260036 0.91775605],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.94066202]
 [0.94066202]
 [0.96621555]]",1944,(-) B_Biofilm_Height,0.0843925597805702
11285_x_E.co,combinatoric,LGBMRegressor,0.09631839106050168,0.1482001833612091,0.17178185129538645,0.11584427326872214,0.11608854342993151,0.7584015507436552,[0.47291644 0.47291644 0.47291644 ... 0.87281771 0.86426381 0.86426381],"[[0.32310936]
 [0.40226433]
 [0.32310936]
 ...
 [0.81702822]
 [0.86183369]
 [0.81702822]]",1944,(-) B_Biofilm_Height,0.10620346724521659
11285_x_S.en,combinatoric,LGBMRegressor,0.09472408820503166,0.15260747628993335,0.18145478714901395,0.11638273922999519,0.10625092052035823,0.7398789782605799,[0.39007371 0.39400102 0.38846346 ... 0.84135913 0.8414685  0.84135913],"[[0.29211455]
 [0.30351804]
 [0.30351804]
 ...
 [0.70396517]
 [0.70396517]
 [0.81070028]]",1944,(-) B_Biofilm_Height,0.10048750436269493
11285_x_S.au,combinatoric,LGBMRegressor,0.1113276196157619,0.01203412389447533,0.11397871298012055,0.014354907784270222,0.1267485372302636,-6.261634775597491,[0.92710242 0.93396209 0.94354397 ... 0.8667758  0.86278379 0.86278379],"[[0.84723405]
 [0.84723405]
 [0.84723405]
 ...
 [0.99529203]
 [0.99529203]
 [0.99529203]]",1836,(-) B_Biofilm_Height,0.11903807842301276
11457_x_E.ce,combinatoric,LGBMRegressor,0.037887570505895314,0.032757474176682,0.04508462201011325,0.04200371735633817,0.05252524068550302,0.3773026330712421,[0.89348836 0.87895885 0.87895885 ... 0.90245704 0.90157878 0.90245704],"[[0.78374516]
 [0.78374516]
 [0.78374516]
 ...
 [0.92483339]
 [0.85893472]
 [0.90024691]]",2052,(-) B_Biofilm_Height,0.04520640559569917
11457_x_E.co,combinatoric,LGBMRegressor,0.07564614132451161,0.21106752640717197,0.10553522685266647,0.18840488923255883,0.09532113949973962,0.8569481312199877,[0.45212594 0.45232799 0.45212594 ... 0.77698088 0.77592754 0.77592754],"[[0.37587003]
 [0.48232297]
 [0.37587003]
 ...
 [0.8603028 ]
 [0.8603028 ]
 [0.95518657]]",2052,(-) B_Biofilm_Height,0.08548364041212561
11457_x_S.en,combinatoric,LGBMRegressor,0.11221959480589828,0.17450243583688863,0.2259569603989898,0.1977091423255283,0.13262483018464008,0.6911762110678912,[0.37845212 0.38730252 0.37786078 ... 0.80284161 0.80225676 0.80284161],"[[0.20988306]
 [0.20988306]
 [0.20988306]
 ...
 [0.88924878]
 [0.87072956]
 [0.88924878]]",2052,(-) B_Biofilm_Height,0.12242221249526919
11457_x_S.au,combinatoric,LGBMRegressor,0.10329098011183672,0.022589953052172294,0.10552538131582195,0.023080814272202915,0.12900232288877012,-12.723618128418458,[0.94045106 0.94192112 0.94444067 ... 0.80033897 0.80041818 0.80041818],"[[0.98772021]
 [0.94660322]
 [0.98772021]
 ...
 [0.99892703]
 [0.99707015]
 [0.99892703]]",1938,(-) B_Biofilm_Height,0.11614665150030343
12001_x_E.ce,combinatoric,LGBMRegressor,0.05083312760864128,0.07226868803683133,0.059965610796982434,0.06642139528722037,0.06293506590706364,0.24162319532086518,[0.68500191 0.67340811 0.67340811 ... 0.89109302 0.88954803 0.89109302],"[[0.79475732]
 [0.79475732]
 [0.79475732]
 ...
 [0.9234756 ]
 [0.9234756 ]
 [0.89939665]]",2052,(-) B_Biofilm_Height,0.05688409675785246
12001_x_E.co,combinatoric,LGBMRegressor,0.09283040578772676,0.22674149632316717,0.112158217666366,0.21840649558584022,0.12583645641519375,0.7365550798304488,[0.43973267 0.43973267 0.43973267 ... 0.77381811 0.7733894  0.7733894 ],"[[0.48296558]
 [0.40737366]
 [0.40737366]
 ...
 [0.91659296]
 [0.93965865]
 [0.93965865]]",2052,(-) B_Biofilm_Height,0.10933343110146027
12001_x_S.en,combinatoric,LGBMRegressor,0.10311494684536578,0.1651063716950771,0.37319632934958663,0.7569380270925818,0.13743354060623203,0.6909059771101116,[0.4308965  0.43184189 0.43378301 ... 0.78031255 0.78257783 0.78031255],"[[0.11595643]
 [0.42955449]
 [0.11595643]
 ...
 [0.91417669]
 [0.91417669]
 [0.77917198]]",2052,(-) B_Biofilm_Height,0.1202742437257989
12001_x_S.au,combinatoric,LGBMRegressor,0.09178731906608055,0.04796270662968127,0.10536229250896688,0.06160251748698267,0.11687203126209851,-4.375366009319775,[0.93657283 0.95400263 0.9452069  ... 0.79771959 0.7981888  0.7981888 ],"[[0.92651453]
 [0.92651453]
 [0.78825672]
 ...
 [0.89610277]
 [0.94533914]
 [0.94533914]]",1938,(-) B_Biofilm_Height,0.10432967516408953
12048_x_E.ce,combinatoric,LGBMRegressor,0.07627503857590558,0.03087370991508004,0.0833083890436335,0.031789227326011346,0.10528470105950143,-1.3303663333394309,[0.85531539 0.84094809 0.84094809 ... 0.87427359 0.86973508 0.87392962],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.75189398]
 [0.90756892]
 [0.90756892]]",1944,(-) B_Biofilm_Height,0.0907798698177035
12048_x_E.co,combinatoric,LGBMRegressor,0.06897645557148886,0.1755519584878713,0.11411064628441965,0.13206159306336362,0.08628786381908975,0.881776013135265,[0.46022727 0.46035594 0.46022727 ... 0.79246143 0.77842035 0.77842035],"[[0.38193534]
 [0.38193534]
 [0.38193534]
 ...
 [0.83077776]
 [0.83077776]
 [0.88097163]]",1944,(-) B_Biofilm_Height,0.0776321596952893
